timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,ema9_dist,ema21_dist,ema50_dist,ema200_dist,atr_normalized,bb_position,vwap_distance,atr14,mtf_alignment_score,bos_candles_ago,choch_detected,ob_distance_pct,fvg_present,liquidity_sweep_recent,cvd_slope,obi,ofi_5bar,whale_buy_ratio,absorption_strength,stacked_imbalance_direction,single_bar_divergence,iceberg_direction,cross_exchange_cvd_divergence,speed_of_tape_ratio,funding_rate,funding_roc,oi_change_1h,ls_ratio,liq_cluster_above_pct,liq_cluster_below_pct,max_pain_distance_pct,iv_skew,put_call_ratio,iv_rv_ratio,options_expiry_hours,exchange_netflow_score,sopr,lth_supply_change,whale_exchange_deposit_count,whale_net_flow_score,fng_score,dxy_bias_encoded,vix_level,us_10y_yield_trend,spx_btc_correlation,spx_intraday_direction,gold_btc_agreement,eth_btc_ratio_trend,btc_dominance_trend,session_encoded,vol_regime_encoded,regime,regime_encoded,direction,was_profitable
2025-02-01 10:00:00+00:00,101675.99,101984.99,101626.82,101638.0,411.87457,1738407599999999,41931404.2545972,93414,206.1445,20988082.1390944,0,-0.4268077097630162,-0.618392118841804,-0.7371326309814191,-0.8147745237612142,0.0,0.5,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,-0.008409756097560976,0.5005031021944375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,1.0,sideways_range,0.0,SHORT,0
2025-02-01 11:00:00+00:00,101638.0,102055.98,101638.0,102028.81,329.61226,1738411199999999,33594401.722195,81335,187.034,19061047.8765366,0,-0.0337072009750504,-0.21180415231240507,-0.3374949531578566,-0.42434992812190725,0.0,0.5,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,-0.0036532164955078504,0.5674364175652932,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,1.0,sideways_range,0.0,SHORT,0
2025-02-01 12:00:00+00:00,102028.82,102329.01,102009.12,102277.71,449.78635,1738414799999999,45964121.0039723,86591,273.28456,27927065.7355438,0,0.1677854883226036,0.029153018656118627,-0.08965712829629785,-0.17816956133734355,0.0,0.5,0.0,0.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0010886152592694646,0.6075874912611288,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,1.0,sideways_range,0.0,LONG,0
2025-02-01 13:00:00+00:00,102277.71,102284.46,101799.9,101869.02,447.84747,1738418399999999,45732971.5637819,91547,164.9019,16844067.6161112,0,-0.18618641454002763,-0.33811060884640776,-0.47194539569457244,-0.5743041099966045,0.38388440932708184,0.5,0.0,391.0592857142869,0.0,50.0,0.0,1.0,0.0,0.0,-0.0014490743440912137,0.36820996219985347,-0.37802452313588153,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,1.0,sideways_range,0.0,SHORT,1
2025-02-01 14:00:00+00:00,101869.04,102173.45,101812.0,101827.53,434.28009,1738421999999999,44289001.7119162,98507,214.84769,21911399.6014225,0,-0.18160611446831237,-0.3445397631464552,-0.4927699966937378,-0.6091612548514616,0.3840029452602021,0.5,0.0,391.0207142857159,0.0,50.0,0.0,1.0,0.0,0.0,0.0014904206981411598,0.49472148262656945,0.3875498009787391,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,1.0,sideways_range,0.0,SHORT,1
2025-02-01 15:00:00+00:00,101827.53,102185.94,101730.79,102073.89,372.76128,1738425599999999,38019030.4021305,109186,201.32889,20536927.5037736,0,0.04814941749191582,-0.0930487536394055,-0.24041331378750744,-0.36269130588785375,0.39253776987295524,0.5,0.0,400.6785714285735,1.0,50.0,0.0,1.0,0.0,0.0,0.004288651882170049,0.5401014021627998,1.0878794901506303,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,1.0,sideways_range,0.0,LONG,0
2025-02-01 16:00:00+00:00,102073.89,102209.98,101863.77,101892.32,313.84671,1738429199999999,32018652.3746565,91879,149.58262,15259941.5706556,0,-0.10397016501629518,-0.2467386269207381,-0.40260672288463656,-0.5361471259680333,0.3906084383984985,0.5,0.0,398.000000000001,0.0,50.0,0.0,1.0,0.0,0.0,-0.0013377594034468371,0.4766104446339425,-0.34293969849243805,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,1.0,sideways_range,0.0,SHORT,1
2025-02-01 17:00:00+00:00,101892.32,102297.99,101892.32,102262.49,320.90196,1738432799999999,32791070.4874514,79987,182.27076,18625065.5667136,0,0.20670913587732787,0.1055770468671682,-0.037633088292321294,-0.17051245293868314,0.39518539845003764,0.5,0.0,404.1264285714299,3.0,50.0,0.0,1.0,0.0,0.0,-0.0001488105277288782,0.5679951596431508,-0.03766148146708254,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,sideways_range,0.0,LONG,0
2025-02-01 18:00:00+00:00,102262.5,102279.52,101965.24,102003.7,211.14828,1738436399999999,21564363.9958819,71308,80.32388,8203888.8092724,0,-0.037178330271855756,-0.13441961865125573,-0.280006223619488,-0.42042614885198215,0.3912729216125085,0.5,0.0,399.11285714285833,0.0,50.0,0.0,1.0,0.0,0.0,0.0013220898758031932,0.38041455985338835,0.3374484123717059,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,sideways_range,0.0,SHORT,1
2025-02-01 19:00:00+00:00,102003.7,102023.63,101448.0,101669.6,626.68363,1738439999999999,63750106.5020621,146570,232.14075,23616754.5743924,0,-0.2927311782286999,-0.42134073557892693,-0.5856363085027491,-0.7429543177541115,0.4081800262812094,0.11847172694559964,0.0,414.9950000000005,0.0,50.0,0.0,1.0,0.0,0.0,-0.0015509558171546832,0.3704273398684437,-0.38055880191325875,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,sideways_range,0.0,SHORT,1
2025-02-01 20:00:00+00:00,101669.6,101669.6,101000.0,101333.34,1283.14615,1738443599999999,129973388.4810515,264753,483.01392,48925343.1794924,0,-0.5004304549562278,-0.6859767256535906,-0.8833596656297195,-1.066536251149062,0.42905565786288136,0.0,0.0,434.7764285714303,0.0,1.0,1.0,0.32895392572671195,1.0,0.0,-0.007255038482417031,0.3764293880319089,-1.7032892110394997,0.5,0.0,-1.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,sideways_range,0.0,SHORT,1
2025-02-01 21:00:00+00:00,101333.34,101578.04,101001.0,101199.82,624.44892,1738447199999999,63293577.7807596,150461,296.84031,30093652.453819,0,-0.5064221611337582,-0.7443807057143406,-0.976600877089357,-1.1879412921144374,0.4468556790487814,0.0,0.0,452.2171428571445,0.0,2.0,0.0,0.19745094408271374,0.0,0.0,-0.006796390542486421,0.4753636374293032,-1.5313439813995748,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,sideways_range,0.0,SHORT,1
2025-02-01 22:00:00+00:00,101199.81,101428.0,100510.0,100666.91,1019.70869,1738450799999999,102831345.9884699,206300,413.81796,41728946.6580919,0,-0.8307860571124983,-1.1615461997823433,-1.4518895204016398,-1.7064591815092764,0.48309816999449046,0.0,0.0,486.32000000000073,0.0,1.0,0.0,0.15587048415413116,0.0,0.0,-0.015602788471119778,0.40581978368743726,-3.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,sideways_range,0.0,SHORT,0
2025-02-01 23:00:00+00:00,100666.9,100871.45,100279.51,100635.65,1294.69204,1738454399999999,130150104.7873776,209267,632.19848,63556486.4831349,0,-0.6896853370796592,-1.0845177786882327,-1.4252303959938621,-1.7207577543736352,0.4823319143294227,0.0,-1.0812991360344346,485.3978571428576,0.0,2.0,1.0,0.35389049506809905,1.0,1.0,-0.013411768396636622,0.4883002756392942,-2.818409640398086,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,sideways_range,0.0,SHORT,0
2025-02-02 00:00:00+00:00,100635.66,101288.51,100500.0,101243.86,625.08919,1738457999999999,63108690.1510131,146276,347.33152,35072148.0405864,0,-0.0678435784054852,-0.43387727947916105,-0.7839335480378872,-1.0986412295445804,0.5097952888910289,0.24956734649465506,-0.40827551334219586,516.1364285714288,0.0,3.0,0.0,0.9525022060597115,0.0,0.0,-0.00418748573811646,0.5556511383599515,-0.8248594294697927,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,sideways_range,0.0,SHORT,1
2025-02-02 01:00:00+00:00,101243.86,101456.6,101165.1,101248.38,356.77551,1738461599999999,36147739.2562217,100021,171.64864,17390591.6676593,0,-0.05070102458120741,-0.3903578555193409,-0.7488682318952424,-1.083241069367761,0.5008496361691351,0.2740561888223423,-0.3549591224617837,507.1021428571434,0.0,4.0,0.0,0.9569239527585625,1.0,0.0,-0.0008384209974722224,0.4811110493542564,-0.16754021097466762,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.7,1.0,168.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,sideways_range,0.0,SHORT,1
